indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6,shotXPrelim,shotYPrelim,shotX,shotY,goalpoint,distY,distX,shotDist,shotAng,isShot,isOnTarget,isGoal,isHeader,isBigChance,isCounter,isTapIn,prevD5,prevD6,prevCat,isThroughball,isGround,goalLoc,minute
997,10.0,R Goal,59:52:24,59:54:24,59:55:24,,TB,g2,s18,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s18,59
1018,15.0,R Shot On,62:34:21,62:36:21,62:37:21,,B4,f3,s10,HLs,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,62
1023,1.0,R Goal,20:25:15,20:27:15,20:28:15,,TB,e11,s18,Big Chance,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s18,20
1024,1.0,L Goal,21:08:10,21:10:10,21:11:10,,TB,e12,s20,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s20,21
1025,2.0,R Goal,21:18:12,21:20:12,21:21:12,,TG,f2,s12,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,L Goal,0,0,s12,21
1028,1.0,L Shot On,22:09:22,22:11:22,22:12:22,,G3,b2,s10,nan,nan,,b,2,2,2,0,2,3,3.605551275463989,33.69006752597979,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s10,22
1033,3.0,R Goal,23:53:23,23:55:23,23:56:23,,TG,e2,s22,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s22,23
1036,4.0,R Goal,24:18:20,24:20:20,24:21:20,,TB,e11,s22,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,24
1047,1.0,R Shot Wide,25:25:12,25:27:12,25:28:12,,B4,e6,OT 6,nan,nan,,e,6,5,6,0,6,0,6.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 6,25
1056,1.0,L Goal,37:34:01,37:36:01,37:37:01,,TG,d11,s16,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,37
1058,1.0,R Goal,37:46:24,37:48:24,37:49:24,,B6,d3,s22,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s22,37
1064,1.0,H Shot On,39:38:12,39:40:12,39:42:04,,B6,e3,s15,HLs,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,0,1,0,0,0,nan,nan,R Aerial Pass,0,0,s15,39
1066,2.0,R Goal,40:36:02,40:38:02,40:39:02,,TG,e11,s22,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s22,40
1068,3.0,R Goal,41:12:02,41:14:02,41:15:02,,B6,e2,s19,Tap In,Big Chance,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s19,41
1069,4.0,R Goal,41:45:16,41:47:16,41:48:16,,TG,e12,s17,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,Big Chance,nan,R Goal,0,0,s17,41
1072,5.0,R Goal,42:16:24,42:18:24,42:19:24,,TB,e1,s19,Solo Goal,Big Chance,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,1,0,0,nan,nan,R Unsucc Pass,0,0,s19,42
1074,2.0,L Goal,42:53:14,42:55:14,42:56:14,,TG,f11,s8,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s8,42
1078,6.0,R Goal,44:24:19,44:26:19,44:27:19,,TG,e11,s16,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s16,44
1081,7.0,R Goal,44:45:18,44:47:18,44:48:18,,TB,e2,s23,Big Chance,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s23,44
1083,1.0,H Goal,45:11:23,45:13:23,45:14:23,,TB,d2,s5,HLs,Big Chance,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,1,1,0,0,nan,nan,R Aerial Pass,0,0,s5,45
1086,1.0,R Shot On,45:31:02,45:33:02,45:34:02,,TB,e2,s10,Bloopers,Big Chance,,e,2,5,2,0,2,0,2.0,90.0,1,1,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,s10,45
1087,1.0,R Shot Wide,45:32:08,45:34:08,45:35:08,,B6,d2,OT 5,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,Big Chance,nan,R Shot On,0,0,OT 5,45
1088,3.0,L Goal,45:49:03,45:51:03,45:52:03,,TG,d11,s15,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Shot Wide,0,0,s15,45
1090,8.0,R Goal,45:59:10,46:01:10,46:02:10,,B6,d1,s22,Big Chance,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s22,46
1093,2.0,R Shot On,46:40:23,46:42:23,46:43:23,,TB,e1,s17,Big Chance,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,0,0,1,0,0,Through Ball,nan,L Grounded Pass,1,1,s17,46
1096,1.0,R Shot Post,47:18:24,47:20:24,47:21:24,,B6,h2,s13,HLs,nan,,h,2,8,2,0,2,3,3.605551275463989,33.69006752597979,1,0,0,0,0,0,0,nan,nan,L Aerial Pass,0,0,s13,47
1098,9.0,R Goal,47:58:20,48:00:20,48:01:20,,B6,d2,s22,Big Chance,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s22,48
1102,10.0,R Goal,48:41:04,48:43:04,48:45:00,,B6,d1,s10,Big Chance,Tap In,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s10,48
1103,11.0,R Goal,49:12:19,49:14:19,49:15:19,,TG,f12,s16,nan,nan,,f,12,6,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,Tap In,nan,R Goal,0,0,s16,49
1113,12.0,R Goal,51:47:03,51:49:03,51:50:03,,TG,e12,s21,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,51
1114,4.0,L Goal,53:37:17,53:39:17,53:40:17,,TG,f10,s22,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s22,53
1116,3.0,R Shot On,54:22:09,54:24:09,54:25:09,,B6,g2,s10,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,54
1122,13.0,R Goal,55:06:24,55:08:24,55:09:24,,B6,e3,s17,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s17,55
1123,14.0,R Goal,55:38:00,55:40:00,55:41:00,,TG,f11,s8,Bloopers,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s8,55
1125,15.0,R Goal,56:20:24,56:22:24,56:23:24,,TG,f11,s17,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,L Aerial Pass,0,0,s17,56
1128,1.0,L Shot Wide,57:21:17,57:23:17,57:24:17,,TB,e5,OT 4,Bloopers,nan,,e,5,5,5,0,5,0,5.0,90.0,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,OT 4,57
1138,4.0,R Shot On,59:54:04,59:56:04,59:57:04,,TB,e2,s16,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s16,59
1142,1.0,Own Goal,60:32:14,60:34:14,60:35:14,,TG,e1,s14,Bloopers,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s14,60
1143,16.0,R Goal,60:56:05,60:58:05,60:59:05,,TB,c1,s13,nan,nan,,c,1,3,1,0,1,2,2.23606797749979,26.56505117707799,1,1,1,0,0,0,0,nan,nan,Own Goal,0,0,s13,60
1147,5.0,R Shot On,61:14:00,61:16:00,61:17:00,,B6,f2,s10,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,61
1148,17.0,R Goal,61:30:16,61:32:16,61:33:16,,TG,e2,s14,Long Range,nan,,e,2,5,11,0,11,0,11.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s14,61
1149,18.0,R Goal,62:01:17,62:03:17,62:04:17,,TG,e12,s16,Big Chance,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,1,0,0,nan,nan,R Goal,0,0,s16,62
1157,19.0,R Goal,63:21:00,63:23:00,63:24:00,,TG,f11,s10,Big Chance,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s10,63
1161,6.0,R Shot On,65:00:23,65:02:23,65:03:23,,B6,f5,s10,nan,nan,,f,5,6,5,0,5,1,5.0990195135927845,78.6900675259798,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,65
1163,20.0,R Goal,65:14:04,65:16:04,65:17:04,,TG,f12,s13,nan,nan,,f,12,6,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s13,65
1165,21.0,R Goal,65:42:12,65:44:12,65:45:12,,TG,e11,s23,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s23,65
1167,22.0,R Goal,65:51:12,65:53:12,65:54:12,,B6,d2,s20,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,65
1171,23.0,R Goal,67:22:22,67:24:22,67:25:22,,TG,f10,s22,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s22,67
1173,7.0,R Shot On,67:39:14,67:41:14,67:42:14,,B6,e3,s16,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s16,67
1178,24.0,R Goal,68:45:04,68:47:04,68:48:04,,B6,e4,s12,HLs,nan,,e,4,5,4,0,4,0,4.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s12,68
1187,25.0,R Goal,70:17:15,70:19:15,70:20:15,,TB,e2,s22,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,70
1189,2.0,R Shot Wide,70:32:09,70:34:09,70:35:09,,B6,g2,OT 8,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,70
1190,5.0,L Goal,70:56:10,70:58:10,70:59:10,,TG,d11,s18,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Shot Wide,0,0,s18,70
1197,6.0,L Goal,71:48:18,71:50:18,71:51:18,,TG,e11,s8,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s8,71
1205,26.0,R Goal,72:56:10,72:58:10,72:59:10,,TB,d2,s16,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,72
1210,1.0,R Goal,00:23:13,00:25:13,00:26:13,,TG,g2,s10,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,0
1220,2.0,R Goal,00:54:09,00:56:09,00:57:09,,TB,e10,s17,nan,nan,,e,10,5,10,13,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s17,0
1226,3.0,R Goal,01:35:04,01:37:04,01:38:04,,TG,g3,s20,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,1
1229,1.0,R Shot On,01:52:05,01:54:05,01:55:05,,B3,g10,s5,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s5,1
1234,2.0,R Shot On,02:34:15,02:36:15,02:37:15,,B2,e11,s20,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s20,2
1240,1.0,L Goal,02:56:06,02:58:06,02:59:06,,TB,e11,s23,Big Chance,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s23,2
1242,4.0,R Goal,03:11:12,03:13:12,03:14:12,,TG,e2,s16,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s16,3
1256,3.0,R Shot On,04:10:18,04:12:18,04:13:18,,B2,c7,s17,nan,nan,,c,7,3,7,13,6,2,6.324555320336759,71.56505117707799,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s17,4
1265,1.0,R Shot Post,04:54:18,04:56:18,04:57:18,,G1,a4,s18,nan,nan,,a,4,1,4,0,4,4,5.656854249492381,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s18,4
1267,4.0,R Shot On,05:00:22,05:02:22,05:03:22,,G1,e1,s20,Big Chance,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,0,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s20,5
1270,5.0,R Shot On,05:12:05,05:14:05,05:15:05,,B3,c10,s9,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s9,5
1274,6.0,R Shot On,06:00:18,06:02:18,06:03:18,,G1,g3,s22,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,6
1275,1.0,Own Goal,06:02:02,06:04:02,06:05:02,,TB,e1,s23,nan,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s23,6
1280,2.0,R Shot Post,06:34:16,06:36:16,06:37:16,,B2,c7,s7,HLs,nan,,c,7,3,7,13,6,2,6.324555320336759,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s7,6
1282,5.0,R Goal,06:39:18,06:41:18,06:42:18,,B2,d9,s20,nan,nan,,d,9,4,9,13,4,1,4.123105625617661,75.96375653207352,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,6
1284,7.0,R Shot On,06:59:12,07:01:12,07:02:12,,TG,a4,s22,nan,nan,,a,4,1,4,0,4,4,5.656854249492381,44.99999999999999,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s22,7
1286,1.0,R Shot Wide,07:08:03,07:10:03,07:11:03,,B1,e2,OT 8,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,7
1293,6.0,R Goal,08:09:20,08:11:20,08:12:20,,G1,d5,s16,nan,nan,,d,5,4,5,0,5,1,5.0990195135927845,78.6900675259798,1,1,1,0,0,0,0,HLs,nan,R Grounded Pass,0,1,s16,8
1296,8.0,R Shot On,08:46:15,08:48:15,08:49:15,,TB,e11,s9,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s9,8
1304,7.0,R Goal,09:24:10,09:26:10,09:27:10,,TG,d4,s4,nan,nan,,d,4,4,4,0,4,1,4.123105625617661,75.96375653207352,1,1,1,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s4,9
1310,8.0,R Goal,09:51:01,09:53:01,09:54:01,,TB,d10,s24,nan,nan,,d,10,4,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s24,9
1324,9.0,R Goal,11:49:18,11:51:18,11:52:18,,TG,i7,s17,Long Range,nan,,i,7,9,6,13,7,4,8.06225774829855,60.255118703057796,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s17,11
1330,2.0,L Goal,12:44:16,12:46:16,12:47:17,,B1,f11,s19,Big Chance,Counter Attack,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,1,0,nan,nan,R Grounded Pass,0,1,s19,12
1335,3.0,L Goal,13:51:24,13:53:24,13:54:24,,TB,e12,s23,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s23,13
1349,9.0,R Shot On,15:12:18,15:14:18,15:15:18,,B3,g9,s10,nan,nan,,g,9,7,9,13,4,2,4.47213595499958,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,15
1357,10.0,R Goal,15:37:07,15:39:07,15:40:07,,G1,f2,s22,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,15
1363,11.0,R Goal,16:08:07,16:10:07,16:11:07,,TG,f3,s4,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s4,16
1367,12.0,R Goal,16:20:10,16:22:10,16:23:10,,TB,c11,s24,nan,nan,,c,11,3,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s24,16
1378,3.0,R Shot Post,17:08:24,17:10:24,17:11:24,,G1,f3,s18,HLs,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s18,17
1387,4.0,L Goal,18:16:18,18:18:18,18:19:18,,TB,e11,s20,Big Chance,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s20,18
1390,10.0,R Shot On,18:42:08,18:44:08,18:45:08,,TG,f8,s21,nan,nan,,f,8,6,8,13,5,1,5.0990195135927845,78.6900675259798,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,18
1391,11.0,R Shot On,18:44:16,18:46:16,18:47:16,,G1,f3,s20,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Shot On,0,0,s20,18
1396,12.0,R Shot On,19:11:04,19:13:04,19:14:04,,B2,h10,s21,nan,nan,,h,10,8,10,13,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,19
1397,13.0,R Goal,19:23:13,19:25:13,19:26:13,,TG,d2,s5,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s5,19
1401,13.0,R Shot On,19:40:04,19:42:04,19:43:04,,G1,d2,s20,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,19
1412,14.0,R Shot On,20:31:08,20:33:08,20:34:08,,TG,c2,s16,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,20
1416,1.0,L Shot Post,21:10:09,21:12:09,21:13:09,,TB,e10,s2,Big Chance,nan,,e,10,5,10,13,3,0,3.0,90.0,1,0,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,s2,21
1417,15.0,R Shot On,21:13:24,21:15:24,21:16:24,,B1,e9,s17,nan,nan,,e,9,5,9,13,4,0,4.0,90.0,1,1,0,0,0,0,0,nan,nan,L Shot Post,0,0,s17,21
1426,2.0,R Shot Wide,22:06:10,22:08:10,22:09:10,,G1,e6,OT 1,nan,nan,,e,6,5,6,0,6,0,6.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,22
1431,3.0,R Shot Wide,22:50:16,22:52:16,22:53:16,,TB,c10,OT 1,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,22
1435,14.0,R Goal,23:38:08,23:40:08,23:41:08,,B1,d12,s9,Big Chance,Tap In,,d,12,4,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s9,23
1440,15.0,R Goal,24:03:00,24:05:00,24:06:21,,B1,b10,s14,HLs,nan,,b,10,2,10,13,3,3,4.242640687119285,45.00000000000001,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s14,24
1441,16.0,R Goal,24:17:14,24:19:14,24:20:14,,TG,c3,s11,nan,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s11,24
1443,1.0,H Shot Wide,24:35:22,24:37:22,24:38:22,,B1,b10,OT 3,nan,nan,,b,10,2,10,13,3,3,4.242640687119285,45.00000000000001,1,0,0,1,0,0,0,Through Ball,nan,R Aerial Pass,1,0,OT 3,24
1445,1.0,L Shot On,24:57:22,24:59:22,25:00:22,,TB,e11,s14,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s14,24
1447,17.0,R Goal,25:11:07,25:13:07,25:14:07,,B1,d10,s14,Big Chance,nan,,d,10,4,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s14,25
1452,1.0,R Shot On,32:40:07,32:42:07,32:43:07,,B6,c3,s17,nan,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s17,32
1453,1.0,L Shot Wide,32:41:19,32:43:19,32:44:19,,B6,d3,OT 8,Bloopers,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,OT 8,32
1454,2.0,R Shot On,32:49:24,32:51:24,32:52:24,,B3,d3,s10,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,L Shot Wide,0,0,s10,32
1468,2.0,L Shot Wide,35:24:04,35:26:04,35:27:04,,B3,f2,OT 6,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 6,35
1470,1.0,L Shot On,35:51:19,35:53:19,35:54:19,,B3,g2,s17,HLs,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s17,35
1472,1.0,R Goal,36:01:06,36:03:06,36:04:06,,B5,d2,s16,Big Chance,Tap In,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s16,36
1477,3.0,L Shot Wide,36:57:17,36:59:17,37:00:17,,B1,i5,OT 3,nan,nan,,i,5,9,5,0,5,4,6.4031242374328485,51.34019174590991,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 3,36
1482,3.0,R Shot On,37:17:24,37:19:24,37:20:24,,B1,e3,s16,Big Chance,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,s16,37
1485,2.0,R Goal,37:53:15,37:55:15,37:56:15,,B3,e1,s22,Big Chance,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s22,37
1486,2.0,L Shot On,38:03:10,38:05:10,38:06:10,,B3,f2,s20,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s20,38
1489,1.0,R Shot Wide,38:26:22,38:28:22,38:29:22,,B1,f3,OT 8,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,38
1493,3.0,R Goal,39:47:02,39:49:02,39:50:02,,B3,d2,s22,Big Chance,HLs,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,0,nan,nan,R Unsucc Pass,0,0,s22,39
1499,2.0,R Shot Wide,41:01:14,41:03:14,41:04:14,,B3,d2,OT 4,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 4,41
1501,4.0,R Shot On,42:00:17,42:02:17,42:03:17,,B1,d3,s16,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s16,42
1502,5.0,R Shot On,42:07:14,42:09:14,42:10:14,,B1,c2,s11,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Shot On,0,0,s11,42
1503,3.0,R Shot Wide,42:16:07,42:18:07,42:19:07,,B6,f7,OT 4,nan,nan,,f,7,6,7,13,6,1,6.082762530298219,80.53767779197439,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,OT 4,42
1505,1.0,L Goal,42:29:18,42:31:18,42:32:18,,B3,f2,s15,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s15,42
1509,4.0,R Shot Wide,43:06:19,43:08:19,43:09:19,,B5,c2,OT 4,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 4,43
1512,1.0,R Shot Post,43:36:23,43:38:23,43:39:23,,B3,e3,s18,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s18,43
